Pos	Weights	Type
913	6886928161.96	B. subtilis
912	6964831199.69	B. subtilis
308	10864102958.1	B. subtilis
309	10832080315.2	B. subtilis
516	7882439095.97	B. subtilis
855	5529430276.22	B. subtilis
300	11856992155.3	B. subtilis
301	11749688211.5	B. subtilis
302	11511110158.5	B. subtilis
303	11342757199.5	B. subtilis
304	11060171420.9	B. subtilis
305	11006425815.5	B. subtilis
306	11096501202.9	B. subtilis
307	10828709510.7	B. subtilis
825	3654139363.29	B. subtilis
824	3584101536.11	B. subtilis
827	3717248314.53	B. subtilis
847	5122686531.18	B. subtilis
846	5133360745.48	B. subtilis
845	5135233414.66	B. subtilis
844	5091787489.77	B. subtilis
843	4978678271.54	B. subtilis
842	4835606346.48	B. subtilis
841	4733733143.3	B. subtilis
840	4439162281.91	B. subtilis
821	3642341547.48	B. subtilis
853	5257893245.69	B. subtilis
849	5129802674.05	B. subtilis
848	5111637783.04	B. subtilis
823	3636723539.95	B. subtilis
822	3688034675.38	B. subtilis
954	4880924940.54	B. subtilis
144	28108577066.1	B. subtilis
240	10046682862.8	B. subtilis
554	7603785922.57	B. subtilis
145	31575636778.7	B. subtilis
732	7237679098.64	B. subtilis
568	7530564557.78	B. subtilis
569	7503410854.73	B. subtilis
751	7322323745.4	B. subtilis
750	7440301903.5	B. subtilis
757	7867457742.56	B. subtilis
756	7914461738.88	B. subtilis
755	7849105584.64	B. subtilis
754	7742176174.68	B. subtilis
560	7945173513.37	B. subtilis
561	8253976660.51	B. subtilis
759	7791801907.85	B. subtilis
563	8150418055.07	B. subtilis
564	8080380227.88	B. subtilis
565	7927008622.36	B. subtilis
566	7831315227.46	B. subtilis
567	7622512614.33	B. subtilis
506	7693299509.19	B. subtilis
229	9137689244.7	B. subtilis
228	8853979864.52	B. subtilis
227	8886751575.1	B. subtilis
226	8919336018.77	B. subtilis
225	8916527015.0	B. subtilis
224	8743866916.97	B. subtilis
223	8664465743.9	B. subtilis
222	8786376507.27	B. subtilis
221	8746488653.81	B. subtilis
220	8785814706.51	B. subtilis
88	49176105297.0	B. subtilis
726	6898913244.69	B. subtilis
727	6888239030.39	B. subtilis
724	6686178026.29	B. subtilis
725	6804530718.22	B. subtilis
722	6534866356.86	B. subtilis
723	6685054424.78	B. subtilis
720	5868196130.17	B. subtilis
721	5883177483.58	B. subtilis
728	6900785913.87	B. subtilis
729	6946666308.68	B. subtilis
151	21044868933.9	B. subtilis
150	29840796054.0	B. subtilis
153	20707226681.5	B. subtilis
152	20047298063.8	B. subtilis
155	26037966758.1	B. subtilis
154	24518108454.8	B. subtilis
157	22752555955.6	B. subtilis
156	24913990718.6	B. subtilis
159	24296571691.3	B. subtilis
158	24271852458.1	B. subtilis
609	5790854893.2	B. subtilis
608	5691041626.12	B. subtilis
976	4500211297.05	B. subtilis
634	6641233966.06	B. subtilis
80	52942417544.0	B. subtilis
635	6781496887.35	B. subtilis
959	4675305865.01	B. subtilis
11	11463544361.4	B. subtilis
81	51582672455.2	B. subtilis
48	38839720512.7	B. subtilis
49	38936162975.3	B. subtilis
46	39404330269.3	B. subtilis
47	39584293777.1	B. subtilis
44	47596883380.8	B. subtilis
45	39974370766.5	B. subtilis
42	47697071181.8	B. subtilis
43	47712988869.8	B. subtilis
40	40705648079.8	B. subtilis
41	40901529275.6	B. subtilis
638	6630559751.76	B. subtilis
5	7298540846.87	B. subtilis
639	6698724909.77	B. subtilis
508	7779629558.2	B. subtilis
489	7285057628.8	B. subtilis
488	7109213993.17	B. subtilis
487	7209214527.17	B. subtilis
486	7209214527.17	B. subtilis
485	7082809357.78	B. subtilis
484	7238240899.4	B. subtilis
483	7424196948.58	B. subtilis
482	7449477982.46	B. subtilis
481	7507905260.75	B. subtilis
480	7680378091.87	B. subtilis
509	7743861576.94	B. subtilis
790	5637857821.52	B. subtilis
472	7311087730.35	B. subtilis
473	7413148200.44	B. subtilis
470	7399290448.54	B. subtilis
471	7368016873.3	B. subtilis
476	7477568020.1	B. subtilis
477	7555283790.91	B. subtilis
474	7491613038.92	B. subtilis
475	7414084535.03	B. subtilis
478	7630939625.62	B. subtilis
479	7549665783.38	B. subtilis
0	102157092.237	A. tumefaciens
344	4783458673.86	A. tumefaciens
819	3498543479.41	A. tumefaciens
346	5151385932.18	A. tumefaciens
347	5600715411.76	A. tumefaciens
340	3960811060.38	A. tumefaciens
341	4022806129.54	A. tumefaciens
342	4113642383.06	A. tumefaciens
343	4437364461.63	A. tumefaciens
810	3443287004.72	A. tumefaciens
811	3314714622.14	A. tumefaciens
812	3348407594.51	A. tumefaciens
813	3366871343.37	A. tumefaciens
348	5775649324.32	A. tumefaciens
815	3411211295.02	A. tumefaciens
816	3455686018.55	A. tumefaciens
817	3446925845.73	A. tumefaciens
595	5010549307.66	A. tumefaciens
737	2317267867.98	A. tumefaciens
719	2417942469.44	A. tumefaciens
718	2542202151.55	A. tumefaciens
717	2445301163.0	A. tumefaciens
716	2474681434.91	A. tumefaciens
715	2377376130.7	A. tumefaciens
714	2580746911.95	A. tumefaciens
713	2643820156.23	A. tumefaciens
712	2631151598.62	A. tumefaciens
711	2516460720.66	A. tumefaciens
710	2573064914.24	A. tumefaciens
915	3471858645.29	A. tumefaciens
129	8215155296.07	A. tumefaciens
914	3393825721.27	A. tumefaciens
606	4976452019.61	A. tumefaciens
423	5836835762.15	A. tumefaciens
594	5352196047.53	A. tumefaciens
736	2379667252.82	A. tumefaciens
916	3719165062.51	A. tumefaciens
911	3311480096.79	A. tumefaciens
619	2969159497.47	A. tumefaciens
424	5825784467.21	A. tumefaciens
913	3386008951.68	A. tumefaciens
298	2743686126.35	A. tumefaciens
299	2621313250.68	A. tumefaciens
296	2708645435.08	A. tumefaciens
297	2720505361.35	A. tumefaciens
294	2793416953.57	A. tumefaciens
295	2801772810.72	A. tumefaciens
292	2804872564.18	A. tumefaciens
293	2832635573.41	A. tumefaciens
290	2789912884.44	A. tumefaciens
291	2815115227.78	A. tumefaciens
591	5939262398.17	A. tumefaciens
590	6023764372.88	A. tumefaciens
593	5716349692.94	A. tumefaciens
592	5722414427.97	A. tumefaciens
199	2727109183.94	A. tumefaciens
198	2988297105.78	A. tumefaciens
597	4799092213.04	A. tumefaciens
596	4955562376.74	A. tumefaciens
195	3175764804.07	A. tumefaciens
194	3207840513.77	A. tumefaciens
197	3018486009.03	A. tumefaciens
196	3092610548.25	A. tumefaciens
191	3396116843.39	A. tumefaciens
190	3383448285.78	A. tumefaciens
193	3315388481.58	A. tumefaciens
192	3347464191.28	A. tumefaciens
270	3814448788.39	A. tumefaciens
271	3781160131.68	A. tumefaciens
272	3586953838.92	A. tumefaciens
273	3543152974.83	A. tumefaciens
274	3475901801.97	A. tumefaciens
275	3524689225.97	A. tumefaciens
276	3554473813.55	A. tumefaciens
277	3566198967.93	A. tumefaciens
278	3511616352.69	A. tumefaciens
279	3526576032.42	A. tumefaciens
738	2328723478.59	A. tumefaciens
497	4897880008.04	A. tumefaciens
524	6310828497.51	A. tumefaciens
525	6415815799.42	A. tumefaciens
214	4853809600.17	A. tumefaciens
527	6589806308.76	A. tumefaciens
520	5907321460.36	A. tumefaciens
521	6041554262.29	A. tumefaciens
522	6117969923.64	A. tumefaciens
523	6186838359.17	A. tumefaciens
599	4650843134.59	A. tumefaciens
528	6593040834.11	A. tumefaciens
529	6837517041.65	A. tumefaciens
449	6383874861.61	A. tumefaciens
448	6439266108.2	A. tumefaciens
443	6569186209.67	A. tumefaciens
442	6496948476.9	A. tumefaciens
441	6276596437.57	A. tumefaciens
440	6229830591.92	A. tumefaciens
447	6407594714.16	A. tumefaciens
446	6465142310.98	A. tumefaciens
445	6492501004.55	A. tumefaciens
444	6614334792.65	A. tumefaciens
47	3307302168.21	A. tumefaciens
108	8433350985.17	A. tumefaciens
109	8334563190.17	A. tumefaciens
102	8356396236.27	A. tumefaciens
103	8523917694.91	A. tumefaciens
100	8594672936.89	A. tumefaciens
101	8373107950.56	A. tumefaciens
106	8532138780.17	A. tumefaciens
107	8240761955.08	A. tumefaciens
104	8353835570.37	A. tumefaciens
105	8347636063.45	A. tumefaciens
902	3210805495.34	A. tumefaciens
903	3252045693.52	A. tumefaciens
900	3209862092.11	A. tumefaciens
901	3244498467.71	A. tumefaciens
906	3441669742.04	A. tumefaciens
907	3388569617.58	A. tumefaciens
904	3461750753.58	A. tumefaciens
905	3344903525.38	A. tumefaciens
33	1914569462.17	A. tumefaciens
32	1869825194.86	A. tumefaciens
31	1852035305.44	A. tumefaciens
30	1831549978.24	A. tumefaciens
37	2268210900.21	A. tumefaciens
36	2171040367.88	A. tumefaciens
35	2083034324.04	A. tumefaciens
34	2074813238.78	A. tumefaciens
641	3644501435.73	A. tumefaciens
640	3528058523.21	A. tumefaciens
643	3633045825.12	A. tumefaciens
642	3648814136.2	A. tumefaciens
645	3466872085.38	A. tumefaciens
644	3462289841.13	A. tumefaciens
647	3469028435.61	A. tumefaciens
646	3499352110.75	A. tumefaciens
649	3393690949.38	A. tumefaciens
648	3366601799.59	A. tumefaciens
434	6181043167.92	A. tumefaciens
435	6049775347.55	A. tumefaciens
432	6284278435.28	A. tumefaciens
433	6357998658.83	A. tumefaciens
430	6221070419.1	A. tumefaciens
431	6307863515.94	A. tumefaciens
753	1984650844.71	A. tumefaciens
339	3634528315.91	A. tumefaciens
338	3464311419.48	A. tumefaciens
335	3095305986.04	A. tumefaciens
334	3086411041.33	A. tumefaciens
337	3117678119.69	A. tumefaciens
336	3086411041.33	A. tumefaciens
331	2872662824.59	A. tumefaciens
330	2872393280.81	A. tumefaciens
333	3042205861.58	A. tumefaciens
332	3019968499.81	A. tumefaciens
89	7167573399.03	A. tumefaciens
744	2414707944.09	A. tumefaciens
752	2071713485.32	A. tumefaciens
745	2359721013.17	A. tumefaciens
854	3177786382.41	A. tumefaciens
855	3127651239.52	A. tumefaciens
856	3027380953.73	A. tumefaciens
857	3107165912.31	A. tumefaciens
850	3162557158.9	A. tumefaciens
851	3173473681.95	A. tumefaciens
852	3164309193.46	A. tumefaciens
345	5178340310.08	A. tumefaciens
42	2533441978.73	A. tumefaciens
858	2985062580.43	A. tumefaciens
859	3065790942.24	A. tumefaciens
748	2198803377.12	A. tumefaciens
749	2141525324.08	A. tumefaciens
43	2555544568.61	A. tumefaciens
99	8522435204.12	A. tumefaciens
98	8383754929.83	A. tumefaciens
844	3430887990.88	A. tumefaciens
91	6941830484.12	A. tumefaciens
90	7043718032.58	A. tumefaciens
93	7218382401.37	A. tumefaciens
92	7107734680.09	A. tumefaciens
95	7327547631.86	A. tumefaciens
94	7248032217.06	A. tumefaciens
97	7908953563.14	A. tumefaciens
96	7516632592.82	A. tumefaciens
814	3467276401.05	A. tumefaciens
349	6052605557.23	A. tumefaciens
740	2160123844.83	A. tumefaciens
741	2230339999.26	A. tumefaciens
742	2326701900.25	A. tumefaciens
743	2358238522.39	A. tumefaciens
559	9114083799.01	A. tumefaciens
558	8827558761.94	A. tumefaciens
746	2332631863.38	A. tumefaciens
747	2308238151.39	A. tumefaciens
555	9031199086.97	A. tumefaciens
554	8868664188.24	A. tumefaciens
557	8873111660.59	A. tumefaciens
556	8822033114.47	A. tumefaciens
551	8608150125.84	A. tumefaciens
550	8440898210.98	A. tumefaciens
553	9218262469.59	A. tumefaciens
552	8430116459.82	A. tumefaciens
238	6158131946.71	A. tumefaciens
239	6190746743.97	A. tumefaciens
234	6164735769.29	A. tumefaciens
235	6069317271.53	A. tumefaciens
236	6073629971.99	A. tumefaciens
237	6103818875.24	A. tumefaciens
230	6056379170.14	A. tumefaciens
231	6110692241.61	A. tumefaciens
232	5938453766.83	A. tumefaciens
233	5884005923.47	A. tumefaciens
1	139354133.738	A. tumefaciens
155	6635898294.97	A. tumefaciens
146	7999520272.88	A. tumefaciens
147	7875260590.77	A. tumefaciens
144	7905988581.57	A. tumefaciens
145	8045881802.87	A. tumefaciens
142	7878899431.78	A. tumefaciens
143	8075666390.45	A. tumefaciens
140	7255444670.98	A. tumefaciens
141	7729302634.44	A. tumefaciens
612	3991808594.96	A. tumefaciens
613	3691267281.39	A. tumefaciens
610	3785472832.14	A. tumefaciens
611	4267282337.09	A. tumefaciens
616	3125225345.51	A. tumefaciens
617	3042340633.47	A. tumefaciens
614	3423205993.18	A. tumefaciens
149	7869600171.41	A. tumefaciens
912	3426844834.2	A. tumefaciens
46	3275091686.63	A. tumefaciens
154	6913797931.11	A. tumefaciens
948	3737628811.37	A. tumefaciens
949	1214025180.57	A. tumefaciens
946	2230070455.48	A. tumefaciens
947	3666469253.72	A. tumefaciens
944	947446383.152	A. tumefaciens
945	2532363803.62	A. tumefaciens
942	2967407462.91	A. tumefaciens
943	2603927676.94	A. tumefaciens
940	3016733974.46	A. tumefaciens
941	2964442481.34	A. tumefaciens
689	3000426575.83	A. tumefaciens
688	3071720905.38	A. tumefaciens
685	3002582926.07	A. tumefaciens
684	3019159868.47	A. tumefaciens
687	3106626824.76	A. tumefaciens
516	5424568552.19	A. tumefaciens
681	3119969241.82	A. tumefaciens
680	2990857771.68	A. tumefaciens
683	2885600925.98	A. tumefaciens
125	8734296614.41	A. tumefaciens
623	3425092799.63	A. tumefaciens
622	3366601799.59	A. tumefaciens
133	7705178466.22	A. tumefaciens
132	8225532731.57	A. tumefaciens
131	8316503756.98	A. tumefaciens
130	8344671081.88	A. tumefaciens
498	4791410215.34	A. tumefaciens
499	4516879876.43	A. tumefaciens
135	7240080675.58	A. tumefaciens
134	7478896463.76	A. tumefaciens
494	5108258927.54	A. tumefaciens
495	5181574835.43	A. tumefaciens
139	7205579071.87	A. tumefaciens
138	7241024078.8	A. tumefaciens
490	5133865586.54	A. tumefaciens
491	5410687047.57	A. tumefaciens
492	5476320957.75	A. tumefaciens
493	5290335750.25	A. tumefaciens
24	1500145901.97	A. tumefaciens
25	1579122229.22	A. tumefaciens
26	1598259837.52	A. tumefaciens
27	1599472784.53	A. tumefaciens
20	1374808044.74	A. tumefaciens
21	1364969696.81	A. tumefaciens
22	1391250215.26	A. tumefaciens
23	1410657367.35	A. tumefaciens
28	1645025683.18	A. tumefaciens
29	1707829383.68	A. tumefaciens
137	7306388445.21	A. tumefaciens
407	3734933373.58	A. tumefaciens
406	3705822645.45	A. tumefaciens
405	3847333129.42	A. tumefaciens
404	3929139666.35	A. tumefaciens
403	4991007383.68	A. tumefaciens
402	5566752895.6	A. tumefaciens
401	5669314303.51	A. tumefaciens
400	6107727260.04	A. tumefaciens
933	3397734106.07	A. tumefaciens
932	3174417085.17	A. tumefaciens
931	3433852972.45	A. tumefaciens
930	3802588862.11	A. tumefaciens
937	2989510052.78	A. tumefaciens
936	3386278495.46	A. tumefaciens
409	4060272714.82	A. tumefaciens
408	3882778136.36	A. tumefaciens
628	3539783677.59	A. tumefaciens
758	2124813609.78	A. tumefaciens
415	5400983471.52	A. tumefaciens
379	6763796818.1	A. tumefaciens
378	6859754403.42	A. tumefaciens
829	3866740281.51	A. tumefaciens
828	3885473574.15	A. tumefaciens
371	6870670926.47	A. tumefaciens
824	3584393173.02	A. tumefaciens
827	3725095025.65	A. tumefaciens
372	6752475979.38	A. tumefaciens
821	3462155069.24	A. tumefaciens
820	3494635094.61	A. tumefaciens
823	3531158276.67	A. tumefaciens
822	3484122887.23	A. tumefaciens
605	4966478899.79	A. tumefaciens
708	2617674409.67	A. tumefaciens
709	2668079096.34	A. tumefaciens
704	2792204006.56	A. tumefaciens
705	2755815596.4	A. tumefaciens
706	2775896607.93	A. tumefaciens
707	2603658133.16	A. tumefaciens
700	2840452343.0	A. tumefaciens
618	2866867633.34	A. tumefaciens
702	2773470713.92	A. tumefaciens
703	2786408815.32	A. tumefaciens
393	6929431470.29	A. tumefaciens
392	6818109889.57	A. tumefaciens
88	7005442815.97	A. tumefaciens
390	6444926527.55	A. tumefaciens
397	6300181518.24	A. tumefaciens
396	6374171285.57	A. tumefaciens
395	6474441571.35	A. tumefaciens
394	6656114078.39	A. tumefaciens
82	5671066338.07	A. tumefaciens
83	5863116280.6	A. tumefaciens
399	6187916534.29	A. tumefaciens
398	6542231831.77	A. tumefaciens
86	6659213831.85	A. tumefaciens
87	6898703479.48	A. tumefaciens
84	5923494087.1	A. tumefaciens
85	6133468690.93	A. tumefaciens
797	3038162704.89	A. tumefaciens
796	3094497354.7	A. tumefaciens
795	3011747414.55	A. tumefaciens
794	3014577624.23	A. tumefaciens
793	2949078485.94	A. tumefaciens
792	2992475034.35	A. tumefaciens
791	2996113875.37	A. tumefaciens
790	2922393651.82	A. tumefaciens
799	3332234967.77	A. tumefaciens
798	3245307099.05	A. tumefaciens
7	705935157.176	A. tumefaciens
607	4990063980.45	A. tumefaciens
586	6506247737.27	A. tumefaciens
587	6468915923.88	A. tumefaciens
584	6574307541.47	A. tumefaciens
585	6557595827.17	A. tumefaciens
582	6589132449.31	A. tumefaciens
583	6541692744.21	A. tumefaciens
580	6515951313.32	A. tumefaciens
581	6490883741.87	A. tumefaciens
588	6563660562.2	A. tumefaciens
589	6452743297.15	A. tumefaciens
245	6001122695.45	A. tumefaciens
244	6093710983.53	A. tumefaciens
247	5975246492.66	A. tumefaciens
246	5950448465.0	A. tumefaciens
241	6184142921.38	A. tumefaciens
240	6175921836.12	A. tumefaciens
243	6095328246.2	A. tumefaciens
242	6172148223.22	A. tumefaciens
615	3090454198.02	A. tumefaciens
249	5759746241.36	A. tumefaciens
248	5793573985.62	A. tumefaciens
818	3372801306.51	A. tumefaciens
418	5571739455.51	A. tumefaciens
970	3284256175.11	A. tumefaciens
419	5641551294.27	A. tumefaciens
519	5686565105.36	A. tumefaciens
518	5660284586.91	A. tumefaciens
511	4436690602.18	A. tumefaciens
510	4417148678.21	A. tumefaciens
513	4660951026.31	A. tumefaciens
512	4486960516.97	A. tumefaciens
515	5244513307.82	A. tumefaciens
514	5132517867.65	A. tumefaciens
517	5605567199.78	A. tumefaciens
1000	3169160981.48	A. tumefaciens
458	5643303328.84	A. tumefaciens
459	5545189393.28	A. tumefaciens
621	3377653094.53	A. tumefaciens
44	2610935815.19	A. tumefaciens
627	3417815117.6	A. tumefaciens
626	3313501675.13	A. tumefaciens
625	3329135214.31	A. tumefaciens
624	3365793168.26	A. tumefaciens
450	6259884723.28	A. tumefaciens
451	6221339962.88	A. tumefaciens
452	6308267831.61	A. tumefaciens
453	6147484967.44	A. tumefaciens
454	6061096186.27	A. tumefaciens
455	5789261285.16	A. tumefaciens
456	5655432798.89	A. tumefaciens
457	5599637236.64	A. tumefaciens
179	3805958159.35	A. tumefaciens
178	4484669394.85	A. tumefaciens
177	4545990604.57	A. tumefaciens
176	4479952378.71	A. tumefaciens
175	4519440542.34	A. tumefaciens
174	4744779141.57	A. tumefaciens
173	4876046961.94	A. tumefaciens
172	4718768166.9	A. tumefaciens
171	4850844618.6	A. tumefaciens
170	4966478899.79	A. tumefaciens
977	3138163446.9	A. tumefaciens
656	3787763954.27	A. tumefaciens
975	3141802287.91	A. tumefaciens
974	3094227810.92	A. tumefaciens
973	3090588969.91	A. tumefaciens
972	3310806237.34	A. tumefaciens
971	3344768753.49	A. tumefaciens
183	3776847431.22	A. tumefaciens
654	3777521290.66	A. tumefaciens
979	3160535580.55	A. tumefaciens
978	3109457034.44	A. tumefaciens
182	3699488366.65	A. tumefaciens
657	3883182452.03	A. tumefaciens
180	3785877147.81	A. tumefaciens
181	3777925606.33	A. tumefaciens
186	3528732382.66	A. tumefaciens
653	3644501435.73	A. tumefaciens
184	3654474555.55	A. tumefaciens
185	3658652484.13	A. tumefaciens
652	3451642861.86	A. tumefaciens
188	3480484046.22	A. tumefaciens
189	3438839532.36	A. tumefaciens
658	3761079120.15	A. tumefaciens
187	3420914871.06	A. tumefaciens
650	3332908827.22	A. tumefaciens
651	3337895387.13	A. tumefaciens
11	925882880.833	A. tumefaciens
10	837607293.213	A. tumefaciens
13	1006341698.86	A. tumefaciens
12	926826284.059	A. tumefaciens
15	1078444659.74	A. tumefaciens
14	1028309516.85	A. tumefaciens
17	1257960816.55	A. tumefaciens
16	1220629003.16	A. tumefaciens
19	1340171669.14	A. tumefaciens
18	1297853295.84	A. tumefaciens
863	2752176755.38	A. tumefaciens
862	2800425091.82	A. tumefaciens
865	2682499688.51	A. tumefaciens
864	2685734213.86	A. tumefaciens
867	2651502153.93	A. tumefaciens
354	6379696933.04	A. tumefaciens
938	2933444946.75	A. tumefaciens
659	3546117956.4	A. tumefaciens
883	2600558379.7	A. tumefaciens
882	2325488953.24	A. tumefaciens
881	1877372420.67	A. tumefaciens
880	1891793012.85	A. tumefaciens
887	2727648271.5	A. tumefaciens
886	2683173547.96	A. tumefaciens
885	2739777741.55	A. tumefaciens
884	2653254188.49	A. tumefaciens
928	3864853475.06	A. tumefaciens
889	3180212276.42	A. tumefaciens
888	3131963939.98	A. tumefaciens
45	2795977619.47	A. tumefaciens
929	3760405260.7	A. tumefaciens
355	6575924804.14	A. tumefaciens
322	2445705478.67	A. tumefaciens
323	2453117932.59	A. tumefaciens
320	2193277729.65	A. tumefaciens
321	2228048877.14	A. tumefaciens
326	2546110536.35	A. tumefaciens
327	2699885262.26	A. tumefaciens
324	2529533593.94	A. tumefaciens
325	2565922004.1	A. tumefaciens
328	2865115598.78	A. tumefaciens
329	2886274785.43	A. tumefaciens
759	2087616568.28	A. tumefaciens
201	4589656696.76	A. tumefaciens
200	3514446562.37	A. tumefaciens
203	4796262003.36	A. tumefaciens
202	4705290977.95	A. tumefaciens
771	2437349621.52	A. tumefaciens
204	4900036358.27	A. tumefaciens
207	4973082722.38	A. tumefaciens
772	2574412633.14	A. tumefaciens
209	5074565955.17	A. tumefaciens
208	4950980132.5	A. tumefaciens
779	2558374778.29	A. tumefaciens
778	2587889822.09	A. tumefaciens
77	5141008496.69	A. tumefaciens
76	5003675941.29	A. tumefaciens
75	4701517365.04	A. tumefaciens
74	4624966931.81	A. tumefaciens
73	4603268657.6	A. tumefaciens
72	4513780122.98	A. tumefaciens
71	4339924385.53	A. tumefaciens
70	4405827839.49	A. tumefaciens
655	3840729306.84	A. tumefaciens
79	5485215902.46	A. tumefaciens
78	5434406900.12	A. tumefaciens
869	2771583907.47	A. tumefaciens
686	3019698956.03	A. tumefaciens
359	6436166354.74	A. tumefaciens
358	6582259082.95	A. tumefaciens
868	2739912513.44	A. tumefaciens
669	3482370852.67	A. tumefaciens
668	3361750011.57	A. tumefaciens
667	3540996624.6	A. tumefaciens
666	3565255564.71	A. tumefaciens
665	3548004762.85	A. tumefaciens
664	3667682200.72	A. tumefaciens
663	3570915984.07	A. tumefaciens
662	3685741633.92	A. tumefaciens
661	3755688244.57	A. tumefaciens
660	3681563705.34	A. tumefaciens
215	4936155224.65	A. tumefaciens
692	3019564184.14	A. tumefaciens
693	2970372444.48	A. tumefaciens
690	3046518562.04	A. tumefaciens
691	3035736810.88	A. tumefaciens
696	3054065787.85	A. tumefaciens
697	2959455921.43	A. tumefaciens
694	3065117082.79	A. tumefaciens
695	3070373186.48	A. tumefaciens
698	2872528052.7	A. tumefaciens
699	2860398582.65	A. tumefaciens
526	6489266479.2	A. tumefaciens
542	7844397828.07	A. tumefaciens
543	8032135070.14	A. tumefaciens
540	7421214095.06	A. tumefaciens
541	7896554549.31	A. tumefaciens
546	8185909796.05	A. tumefaciens
547	8110302766.05	A. tumefaciens
544	8138470090.95	A. tumefaciens
545	8140491669.29	A. tumefaciens
8	740706304.666	A. tumefaciens
548	8172028291.44	A. tumefaciens
549	8476747533.59	A. tumefaciens
598	4815399611.67	A. tumefaciens
995	3053122384.63	A. tumefaciens
994	3078459499.85	A. tumefaciens
997	3055143962.97	A. tumefaciens
996	3060939154.22	A. tumefaciens
991	3047596737.16	A. tumefaciens
990	3046114246.37	A. tumefaciens
993	3069834098.92	A. tumefaciens
992	3009995379.99	A. tumefaciens
258	5420525395.5	A. tumefaciens
999	3112826331.67	A. tumefaciens
998	3065117082.79	A. tumefaciens
120	8932680835.75	A. tumefaciens
121	8990093660.67	A. tumefaciens
122	8929985397.96	A. tumefaciens
123	8999662464.83	A. tumefaciens
124	8770280708.91	A. tumefaciens
218	4955427604.85	A. tumefaciens
126	8754242854.06	A. tumefaciens
127	8808825469.3	A. tumefaciens
128	8386854683.29	A. tumefaciens
2	484504942.736	A. tumefaciens
219	5115671381.46	A. tumefaciens
259	5597750430.19	A. tumefaciens
414	5498827863.3	A. tumefaciens
861	2769427557.24	A. tumefaciens
416	5527669047.65	A. tumefaciens
417	5564057457.81	A. tumefaciens
410	4041674194.07	A. tumefaciens
411	4320517233.44	A. tumefaciens
412	5076587533.51	A. tumefaciens
413	5314459918.47	A. tumefaciens
920	3848141760.76	A. tumefaciens
921	3927387631.78	A. tumefaciens
922	3976040283.89	A. tumefaciens
923	3862292809.16	A. tumefaciens
924	3913101811.5	A. tumefaciens
925	3834664571.81	A. tumefaciens
926	3817548541.84	A. tumefaciens
136	7221482154.83	A. tumefaciens
319	2333575266.61	A. tumefaciens
318	2417133838.1	A. tumefaciens
313	2647324225.36	A. tumefaciens
312	2654062819.83	A. tumefaciens
311	2586407331.3	A. tumefaciens
310	2643954928.12	A. tumefaciens
317	2395839879.56	A. tumefaciens
316	2402174158.36	A. tumefaciens
315	2403926192.93	A. tumefaciens
314	2593280697.67	A. tumefaciens
866	2609183780.63	A. tumefaciens
496	5127531307.74	A. tumefaciens
832	3702722891.99	A. tumefaciens
833	3740863336.72	A. tumefaciens
830	3854071723.9	A. tumefaciens
831	3726712288.32	A. tumefaciens
836	3633180597.01	A. tumefaciens
837	3610673691.47	A. tumefaciens
834	3676846689.21	A. tumefaciens
835	3661213150.03	A. tumefaciens
838	3663773815.93	A. tumefaciens
839	3685337318.25	A. tumefaciens
3	525879912.811	A. tumefaciens
368	6049101488.11	A. tumefaciens
369	6392095946.87	A. tumefaciens
366	5823762888.87	A. tumefaciens
367	5681174229.78	A. tumefaciens
364	6421880534.45	A. tumefaciens
365	5966216776.07	A. tumefaciens
362	6374845145.02	A. tumefaciens
363	6477541324.81	A. tumefaciens
360	6443578808.66	A. tumefaciens
361	6407594714.16	A. tumefaciens
380	6499239599.02	A. tumefaciens
381	6486436269.52	A. tumefaciens
382	6486031953.85	A. tumefaciens
383	6413524677.3	A. tumefaciens
384	6378349214.14	A. tumefaciens
385	6321745020.56	A. tumefaciens
386	6372958338.56	A. tumefaciens
387	6274574859.23	A. tumefaciens
388	6342230347.76	A. tumefaciens
389	6314467338.52	A. tumefaciens
784	2431284886.5	A. tumefaciens
785	2418212013.21	A. tumefaciens
786	2432228289.72	A. tumefaciens
787	2510126441.85	A. tumefaciens
780	2530476997.16	A. tumefaciens
781	2416325206.76	A. tumefaciens
782	2394626932.55	A. tumefaciens
783	2399748264.35	A. tumefaciens
148	8023509669.21	A. tumefaciens
788	2693820527.23	A. tumefaciens
789	2810398211.65	A. tumefaciens
860	2895169730.14	A. tumefaciens
6	657821592.627	A. tumefaciens
579	6711370553.09	A. tumefaciens
578	6736842440.2	A. tumefaciens
604	4894780254.58	A. tumefaciens
573	5950044149.33	A. tumefaciens
572	7812861205.93	A. tumefaciens
571	8064480323.62	A. tumefaciens
570	8176475763.79	A. tumefaciens
577	7071481041.82	A. tumefaciens
576	7216899910.58	A. tumefaciens
575	7168112486.59	A. tumefaciens
574	7186171919.78	A. tumefaciens
60	3736550636.26	A. tumefaciens
61	3940730048.84	A. tumefaciens
62	3949220677.88	A. tumefaciens
63	4083723023.6	A. tumefaciens
64	4141809707.97	A. tumefaciens
65	4177119943.02	A. tumefaciens
66	4199492076.67	A. tumefaciens
67	4281433385.49	A. tumefaciens
68	4344371857.88	A. tumefaciens
69	4382647074.5	A. tumefaciens
250	5790743775.94	A. tumefaciens
251	5694381874.96	A. tumefaciens
256	5672009741.3	A. tumefaciens
